Name,Latitude,Longitude,DistanceFromTrail(feet),Bearing(degrees),DistanceAlongTrail(miles),Source CSV,Row Number,ResupplyCityLat,ResupplyCityLong,MilestoTown,RouteID
East Branch Lean-to,45.59676,-69.1988,84.56,0.21,2027.445,shelter.csv,,,,,
Eckville Shelter,40.63284,-75.9588,456.47,84.85,1202.132,shelter.csv,,,,,
Ed Garvey Shelter,39.35645,-77.6643,281.92,165.2,1005.913,shelter.csv,,,,,
Eliza Brook Campsite Shelter,44.10078,-71.7424,114.71,5.89,1748.62,shelter.csv,,,,,
Ensign Cowall Shelter,39.62774,-77.5576,705.66,176.05,1030.095,shelter.csv,,,,,
Ethan Pond Campsite Shelter,44.17719,-71.4271,558.9,2.59,1778.561,shelter.csv,,,,,
Fingerboard Shelter,41.26328,-74.1044,172.48,143.05,1350.509,shelter.csv,,,,,
Flint Mountain Shelter,36.03479,-82.5969,142.24,249.8,300.986,shelter.csv,,,,,
Frye Notch Lean-to,44.62772,-70.9008,34.01,265.81,1854.935,shelter.csv,,,,,
Full Goose Shelter,44.5251,-70.9814,113.29,12.44,1841.575,shelter.csv,,,,,
Fullhardt Knob Shelter,37.39847,-79.8539,160.52,108.09,717.166,shelter.csv,,,,,
Galehead Hut,44.18781,-71.5694,291.41,207.13,1767.671,shelter.csv,,,,,
Garfield Ridge Campsite & Shelter,44.19063,-71.6088,338.83,347.51,1765.28,shelter.csv,,,,,
Gentian Pond Shelter & Campsite,44.45175,-71.0699,574.42,176.95,1833.283,shelter.csv,,,,,
George W. Outerbridge Shelter,40.78249,-75.6183,36.23,260.41,1226.383,shelter.csv,,,,,
Gifford Woods State Park,43.6761,-72.8117,419.01,9.07,1651.788,shelter.csv,,,,,
Glen Brook Shelter,42.11114,-73.4283,430.99,109.9,1471.157,shelter.csv,,,,,
Goddard Shelter,42.97413,-73.0726,108.68,246.78,1573.646,shelter.csv,,,,,
Gooch Mountain Shelter,34.655688,-84.049951,275.27,33.42,17.423,shelter.csv,,,,,
Governor Clement Shelter,43.56456,-72.8488,96.39,171.51,1638.918,shelter.csv,,,,,
Gravel Springs Hut,38.76347,-78.2345,583.52,174.96,935.051,shelter.csv,,,,,
Greenleaf Hut,44.16027,-71.6608,4282.42,265.21,1762.105,shelter.csv,,,,,
Greenwall Shelter,43.44042,-72.9291,1348.91,119.39,1624.836,shelter.csv,,,,,
Gren Anderson Shelter,41.19939,-74.7531,544.35,338.81,1291.974,shelter.csv,,,,,
Groundhog Creek Shelter,35.78166,-83.0263,522.31,253,243.224,shelter.csv,,,,,
Guyot Campsite Shelter,44.16097,-71.5356,2662.85,188.4,1770.271,shelter.csv,,,,,
Hall Mountain Lean-to,44.70084,-70.8251,80.38,267.39,1864.447,shelter.csv,,,,,
Happy Hill Shelter,43.72387,-72.3657,548.35,216.97,1687.315,shelter.csv,,,,,
Harpers Creek Shelter,37.85641,-79.0012,415.98,13.71,816.051,shelter.csv,,,,,
Hawk Mountain Shelter,34.66583,-84.1364,460.8,23.29,10.32,shelter.csv,,,,,
Helveys Mill Shelter,37.13262,-81.1044,508.08,180.08,578.076,shelter.csv,,,,,
Hexacuba Shelter,43.87397,-72.029,302.16,234.49,1719.602,shelter.csv,,,,,
High Point Shelter,41.32775,-74.6438,228.3,157.14,1305.272,shelter.csv,,,,,
Hightop Hut,38.33304,-78.5586,483.15,348.24,883.411,shelter.csv,,,,,
Hogback Ridge Shelter,35.96395,-82.5872,534.37,174.84,310.177,shelter.csv,,,,,
Horns Pond Lean-tos,45.14423,-70.3306,102.46,262.73,1925.036,shelter.csv,,,,,
Horseshoe Canyon Lean-to,45.28279,-69.6281,263.32,282.47,2155.632,shelter.csv,,,,,
Hurd Brook Lean-to,45.81853,-69.019,108.88,285.49,2072.719,shelter.csv,,,,,
Hurricane Mountain Shelter,36.71535,-81.5095,220.69,2.21,500.84,shelter.csv,,,,,
Icewater Spring Shelter,35.62969,-83.3864,131.5,196.07,206.076,shelter.csv,,,,,
Imp Campsite Shelter,44.3289,-71.1506,534.5,248.78,1815.941,shelter.csv,,,,,
Iron Mountain Shelter,36.43553,-81.991,79.7,6.01,432.073,shelter.csv,,,,,
James Fry  (Tagg Run) Shelter,40.06297,-77.2064,1206.04,173.65,1082.619,shelter.csv,,,,,
Jeffers Brook Shelter,43.99655,-71.8894,296.7,320.78,1734.692,shelter.csv,,,,,
Jenkins Shelter,37.09339,-81.2478,212.26,344.15,564.72,shelter.csv,,,,,
Jenny Knob Shelter,37.15498,-80.9803,359.42,239.8,587.583,shelter.csv,,,,,
Jerry Cabin Shelter,36.05647,-82.6574,85.08,164.73,294.547,shelter.csv,,,,,
Jim & Molly Denton Shelter,38.88996,-78.0833,242.04,275.81,953.095,shelter.csv,,,,,
Johns Hollow Shelter,37.613,-79.3921,200.65,54.97,769.457,shelter.csv,,,,,
Johns Spring/Boy Scout Shelter,37.38531,-80.0741,67.48,143.42,692.934,shelter.csv,,,,,
KATAHDIN (BAXTER PEAK),45.9044,-68.9213,54.31,109.55,2214.416,shelter.csv,,,,,
Kay Wood Shelter,42.4525,-73.1619,630.63,137.5,1522.047,shelter.csv,,,,,
Kid Gore Shelter,43.01303,-73.0416,694.51,136.13,1577.466,shelter.csv,,,,,
Kinsman Pond Campsite Shelter,44.13685,-71.7328,434.51,173.24,1751.916,shelter.csv,,,,,
Kirkridge Shelter,40.9367,-75.1869,305.37,274.4,1255.904,shelter.csv,,,,,
Knot Maul Branch Shelter,37.00066,-81.4046,91.85,233.68,545.239,shelter.csv,,,,,
Lake of the Clouds Hut,44.25894,-71.3193,119.2,335.1,1791.194,shelter.csv,,,,,
Lamberts Meadow Shelter,37.43456,-79.9878,179.75,234.5,702.537,shelter.csv,,,,,
Laurel Creek Shelter,37.35891,-80.4212,93.54,67.68,657.453,shelter.csv,,,,,
Laurel Fork Shelter,36.27856,-82.1364,161.59,71.63,409.682,shelter.csv,,,,,
Leeman Brook Lean-to,45.35158,-69.4993,133.66,341.01,1987.233,shelter.csv,,,,,
Leroy A. Smith Shelter,40.83935,-75.3598,369.43,148.45,1242.604,shelter.csv,,,,,
Limestone Spring Shelter,41.97513,-73.3923,912.45,120.94,1455.262,shelter.csv,,,,,
Little Bigelow Lean-to,45.13912,-70.1916,180.53,6.31,1934.225,shelter.csv,,,,,
Little Laurel Shelter,36.01499,-82.7359,113.02,222.02,287.734,shelter.csv,,,,,
Little Rock Pond Shelter,43.40422,-72.9536,33.08,271.9,1620.575,shelter.csv,,,,,
Logan Brook Lean-to,45.56114,-69.2354,135.79,274.64,2024.067,shelter.csv,,,,,
Lonesome Lake Hut,44.13846,-71.7037,138.61,320.91,1753.583,shelter.csv,,,,,
Long Branch Shelter,35.05891,-83.4789,242.78,295.78,98.338,shelter.csv,,,,,
Long Pond Stream Lean-to,45.42193,-69.4102,382.89,30.62,1998.549,shelter.csv,,,,,
Lost Mountain Shelter,36.64406,-81.6563,124.97,197.36,473.357,shelter.csv,,,,,
Lost Pond Shelter,43.34543,-72.9531,99.16,338.44,1615.19,shelter.csv,,,,,
Low Gap Shelter,34.77618,-83.8247,331.21,186.5,43.451,shelter.csv,,,,,
Madison Spring Hut,44.32776,-71.2835,79.02,212.47,1797.672,shelter.csv,,,,,
Manassas Gap Shelter,38.93059,-78.0331,157.85,148.47,958.492,shelter.csv,,,,,
Mark Noepel Shelter,42.60855,-73.1845,496.19,23.48,1537.782,shelter.csv,,,,,
Mashipacong Shelter,41.25212,-74.6868,53.35,197.89,1297.428,shelter.csv,,,,,
Matts Creek Shelter,37.59945,-79.4135,32.44,215.75,765.624,shelter.csv,,,,,
Maupin Field Shelter,37.88488,-78.9939,478.4,244,822.13,shelter.csv,,,,,
Max Epperson Shelter,34.557958,-84.248828,21162.38,209.28,0,shelter.csv,,,,,
Melville Nauheim Shelter,42.88778,-73.0962,115.09,131.02,1565.768,shelter.csv,,,,,
Minerva Hinchey Shelter,43.48779,-72.925,47.85,104.74,1629.47,shelter.csv,,,,,
Mizpah Spring Hut,44.21934,-71.3701,15.94,216.09,1786.786,shelter.csv,,,,,
Mollies Ridge Shelter,35.54578,-83.7936,11.91,63.6,173.806,shelter.csv,,,,,
Moose Mountain Shelter,43.72782,-72.1475,675.83,151.5,1703.397,shelter.csv,,,,,
Moreland Gap Shelter,36.22012,-82.0885,50.7,248.07,401.912,shelter.csv,,,,,
Morgan Stewart Memorial Shelter,41.56455,-73.6921,49.68,78.32,1398.309,shelter.csv,,,,,
Mountaineer Shelter,36.2022,-81.98569,1189.39,193.55,389.004,shelter.csv,,,,,
Moxie Bald Lean-to,45.27059,-69.7458,50.13,166.05,2147.159,shelter.csv,,,,,
Mt. Algo Shelter,41.73165,-73.4967,258.39,356.05,1426.416,shelter.csv,,,,,
Mt. Collins Shelter,35.59374,-83.4714,1161.97,1.5,198.945,shelter.csv,,,,,
Mt. Wilcox North Shelter,42.22102,-73.2506,887.16,124.96,1491.766,shelter.csv,,,,,
Mt. Wilcox South Shelters,42.20781,-73.2685,155.26,106.78,1489.903,shelter.csv,,,,,
Muskrat Creek Shelter,35.02054,-83.5816,50.75,138.5,79.814,shelter.csv,,,,,
Niday Shelter,37.38749,-80.2644,100.82,153,669.656,shelter.csv,,,,,
No Business Knob Shelter,36.06677,-82.4336,67.16,0.98,330.199,shelter.csv,,,,,
October Mountain Shelter,42.35487,-73.1545,160.68,25.74,1513.634,shelter.csv,,,,,
Old Job Shelter,43.35407,-72.9289,4514.9,129.11,1616.69,shelter.csv,,,,,
Old Orchard Shelter,36.68321,-81.5112,73.22,259.58,495.99,shelter.csv,,,,,
Osgood Tent Site,44.30859,-71.25512,48.85,215.84,1800.108,shelter.csv,,,,,
Overmountain Shelter,36.12354,-82.0544,491.49,103.62,375.349,shelter.csv,,,,,
Partnership Shelter,36.8094,-81.4226,30.2,185.21,519.46,shelter.csv,,,,,
Pass Mountain Hut,38.67657,-78.3192,694.97,111.83,922.228,shelter.csv,,,,,
Paul C. Wolfe Shelter,37.98564,-78.8839,170.38,319.1,837.457,shelter.csv,,,,,
Pecks Brook Shelter,42.62521,-73.1673,3299.09,162.82,1540.46,shelter.csv,,,,,
Pecks Corner Shelter,35.65074,-83.3086,790.6,166.52,213.106,shelter.csv,,,,,
Peru Peak Shelter,43.30132,-72.9529,24.01,270.44,1611.03,shelter.csv,,,,,
Peters Mountain Shelter,40.42579,-76.8797,157.79,354.35,1129.654,shelter.csv,,,,,
Piazza Rock Lean-to,44.90411,-70.5314,74.34,269.35,1893.398,shelter.csv,,,,,
Pickle Branch Shelter,37.3881,-80.1911,450.84,199.73,679.343,shelter.csv,,,,,
Pico Camp Shelter,43.63903,-72.831,1251.62,48.45,1645.574,shelter.csv,,,,,
Pierce Pond Lean-to,45.24033,-70.056,290.54,355.1,1951.009,shelter.csv,,,,,
Pine Knob Shelter,39.5425,-77.6024,708.78,355.02,1022.046,shelter.csv,,,,,
Pine Swamp Branch Shelter,37.42209,-80.6088,147.56,177.29,638.769,shelter.csv,,,,,
Pine Swamp Brook Shelter,41.88163,-73.3921,203.08,43.44,1443.496,shelter.csv,,,,,
Pinefield Hut,38.29055,-78.646,332.59,230.77,875.346,shelter.csv,,,,,
Pleasant Pond Lean-to,45.2706,-69.9168,579.88,188.61,1960.085,shelter.csv,,,,,
Plumorchard Gap Shelter,34.94604,-83.5883,663.4,113.14,72.769,shelter.csv,,,,,
Pochuck Mountain Shelter,41.27167,-74.5163,344.78,335.29,1315.722,shelter.csv,,,,,
Pogo Memorial Campsite,39.57536,-77.60148,1624.85,299.74,1024.785,shelter.csv,,,,,
Poplar Ridge Lean-to,44.97003,-70.4463,115.34,349.89,1901.146,shelter.csv,,,,,
Potaywadjo Spring Lean-to,45.70658,-69.0079,146.01,328.42,2045.778,shelter.csv,,,,,
Punchbowl Shelter,37.67775,-79.3388,826.96,354.28,777.92,shelter.csv,,,,,
Quarry Gap Shelters,39.93196,-77.4867,80.21,258.29,1058.754,shelter.csv,,,,,
Rainbow Stream Lean-to,45.79909,-69.171,110.76,244.36,2062.391,shelter.csv,,,,,
Rattle River Shelter,44.37994,-71.108,140.23,317.49,1821.012,shelter.csv,,,,,
Rausch Gap Shelter,40.49853,-76.6005,476.98,240.09,1147.537,shelter.csv,,,,,
Raven Rock Shelter,39.67203,-77.5246,1185.78,128.94,1034.852,shelter.csv,,,,,
Rice Field Shelter,37.37479,-80.7586,246.62,184.59,626.93,shelter.csv,,,,,
Riga Shelter,42.01458,-73.4477,1388.26,15.01,1461.533,shelter.csv,,,,,
Roan High Knob Shelter,36.10496,-82.1227,384.62,201.74,368.893,shelter.csv,,,,,
Roaring Fork Shelter,35.82234,-82.9386,166.41,27.74,253.862,shelter.csv,,,,,
Rock Gap Shelter,35.09144,-83.5231,145.07,270.22,103.522,shelter.csv,,,,,
Rock Spring Hut,38.55307,-78.4086,188.16,355.73,907.083,shelter.csv,,,,,
Rocky Mountain Shelters,39.86856,-77.5009,305.04,100.25,1053.42,shelter.csv,,,,,
Rocky Run Shelters,39.46081,-77.6314,906.21,228.43,1014.779,shelter.csv,,,,,
Rod Hollow Shelter,39.04782,-77.9444,736.38,330.76,970.888,shelter.csv,,,,,
RPH Shelter,41.51438,-73.7929,194.21,183.47,1389.852,shelter.csv,,,,,
Russell Field Shelter,35.56174,-83.7666,41.03,335.87,176.924,shelter.csv,,,,,
Rutherford Shelter,41.27747,-74.6785,892.88,148.87,1300.347,shelter.csv,,,,,
Sabbath Day Pond Lean-to,44.84104,-70.6629,202.79,342.07,1883.09,shelter.csv,,,,,
Sam Moore Shelter,39.09064,-77.8866,365.66,169.92,977.36,shelter.csv,,,,,
Sarver Hollow Shelter,37.35545,-80.3352,1022.69,141.58,664.342,shelter.csv,,,,,
Sassafras Gap Shelter,35.33068,-83.667,252.06,159.91,140.939,shelter.csv,,,,,
Saunders Shelter,36.6377,-81.7132,541.28,350.58,466.727,shelter.csv,,,,,
Seeley-Woodworth Shelter,37.81893,-79.1551,242.44,156.38,802.252,shelter.csv,,,,,
Seth Warner Shelter,42.77184,-73.1376,911.56,342.01,1553.583,shelter.csv,,,,,
Siler Bald Shelter,35.14414,-83.5725,950.4,350.07,111.176,shelter.csv,,,,,
Silers Bald Shelter,35.5642,-83.5683,17.78,144.03,191.286,shelter.csv,,,,,
Smarts Mountain Cabin,43.82529,-72.0378,13.98,342.14,1714.9,shelter.csv,,,,,
Spaulding Mountain Lean-to,44.99575,-70.3418,225.99,231.96,1908.379,shelter.csv,,,,,
Speck Pond Shelter & Campsite,44.56462,-70.9741,344.82,263.84,1845.67,shelter.csv,,,,,
Spence Field Shelter,35.5618,-83.7327,679.71,185.4,179.669,shelter.csv,,,,,
Spring Mountain Shelter,35.95148,-82.7902,115.39,196.49,279.353,shelter.csv,,,,,
Springer Mountain Shelter,34.62915,-84.1931,450.63,119.17,2.84,shelter.csv,,,,,
Spruce Peak Shelter,43.1786,-72.9957,429.74,259.91,1599.078,shelter.csv,,,,,
Stan Murray Shelter,36.11227,-82.0659,130.64,236.84,373.854,shelter.csv,,,,,
Standing Indian Shelter,35.04183,-83.5482,162.22,330.3,84.547,shelter.csv,,,,,
Stewart Hollow Brook Shelter,41.7786,-73.4198,283.04,301.36,1433.695,shelter.csv,,,,,
Stony Brook Shelter,43.69179,-72.7306,270.51,229.27,1658.035,shelter.csv,,,,,
Story Spring Shelter,43.05054,-73.013,117.35,332.32,1581.912,shelter.csv,,,,,
Stover Creek Shelter,34.650258,-84.197267,174.36,30.57,5.224,shelter.csv,,,,,
Stratton Pond Shelter,43.10141,-72.9688,1764.86,233.98,1591.82,shelter.csv,,,,,
Telephone Pioneers Shelter,41.60427,-73.6193,287.27,203.2,1405.646,shelter.csv,,,,,
Ten Mile River Shelter,41.66507,-73.5099,314.65,165.4,1418.058,shelter.csv,,,,,
The Birches Lean-tos & Campsite,45.8816,-68.9951,1268.52,113.38,2085.039,shelter.csv,,,,,
The Hemlocks Shelter,42.1099,-73.429,289,109.88,1471.061,shelter.csv,,,,,
The Priest Shelter,37.81775,-79.0706,339.54,128.89,808.932,shelter.csv,,,,,
The RMS Perch Shelter,44.3245,-71.311,3245.25,332.88,1796.247,shelter.csv,,,,,
Thistle Hill Shelter,43.69517,-72.4758,615.71,189.25,1678.265,shelter.csv,,,,,
Thomas Knob Shelter,36.65656,-81.5354,120.24,141.38,485.29,shelter.csv,,,,,
Thunder Hill Shelter,37.52738,-79.5042,150.78,122.96,753.246,shelter.csv,,,,,
Tom Floyd Wayside Shelter,38.85039,-78.1639,187.71,242.18,945.233,shelter.csv,,,,,
Tom Leonard Shelter,42.16483,-73.3062,41.74,127.08,1485.116,shelter.csv,,,,,
Toms Run Shelters,40.03429,-77.3573,33.25,168.73,1071.865,shelter.csv,,,,,
Trapper John Shelter,43.78303,-72.112,1008.4,262.07,1708.832,shelter.csv,,,,,
Tray Mountain Shelter,34.80396,-83.6769,274.67,3.03,57.952,shelter.csv,,,,,
Tri-corner Knob Shelter,35.69367,-83.2567,124.84,95.75,218.361,shelter.csv,,,,,
Trimpi Shelter,36.74918,-81.4806,402.21,93.86,509.771,shelter.csv,,,,,
Tucker Johnson Camping Area,43.6792,-72.8436,1538.99,1,1649.518,shelter.csv,,,,,
Tumbling Run Shelters,39.805,-77.4783,157.91,296.79,1047.133,shelter.csv,,,,,
Upper Goose Pond Cabin,42.28865,-73.1813,2125.78,358.78,1503.359,shelter.csv,,,,,
Vandeventer Shelter,36.36694,-82.059,60.65,218.19,425.431,shelter.csv,,,,,
Velvet Rocks Shelter,43.70247,-72.2652,642.97,328.57,1694.632,shelter.csv,,,,,
Wadleigh Stream Lean-to,45.74733,-69.1452,165.34,184.5,2055.19,shelter.csv,,,,,
Walnut Mountain Shelter,35.83645,-82.9367,59.18,235.67,255.619,shelter.csv,,,,,
Wapiti Shelter,37.22394,-80.8241,200.34,202.26,601.829,shelter.csv,,,,,
War Spur Shelter,37.39754,-80.474,51.67,247.72,651.278,shelter.csv,,,,,
Watauga Lake Shelter,36.31388,-82.1295,58.2,303.47,418.495,shelter.csv,,,,,
Wawayanda Shelter,41.20219,-74.3985,148.57,50.46,1326.316,shelter.csv,,,,,
Wayah Bald Shelter,35.18945,-83.5644,151.41,196.36,118.143,shelter.csv,,,,,
Wesser Bald Shelter,35.28235,-83.5822,172.58,243.09,128.491,shelter.csv,,,,,
West Carry Pond Lean-to,45.15803,-70.09977,185.22,178.4,1941.515,shelter.csv,,,,,
West Mountain Shelter,41.2841,-74.0111,4513.62,158.12,1360.593,shelter.csv,,,,,
Whitley Gap Shelter,34.71239,-83.8344,4841.63,161.41,38.863,shelter.csv,,,,,
Wilbur Clearing Shelter,42.66848,-73.1698,686.11,145.67,1544.131,shelter.csv,,,,,
Wildcat Shelter,41.26835,-74.2683,469.12,329.13,1337.342,shelter.csv,,,,,
Wiley Shelter,41.63775,-73.5327,26.82,291.26,1414.143,shelter.csv,,,,,
William B Douglas Shelter,43.1445,-72.9914,1219.02,227.79,1595.866,shelter.csv,,,,,
William Brien Memorial Shelter,41.2797,-74.0599,110.17,349.14,1355.529,shelter.csv,,,,,
William Penn Shelter,40.4956,-76.4144,340.45,132.09,1160.497,shelter.csv,,,,,
Wilson Creek Shelter,37.41926,-79.7857,40.15,18.53,723.07,shelter.csv,,,,,
Wilson Valley Lean-to,45.39796,-69.4601,292.3,153.05,1994.11,shelter.csv,,,,,
Windsor Furnace Shelter,40.590664,-75.941126,546.15,357.82,1193.394,shelter.csv,,,,,
Wintturi Shelter,43.66218,-72.6226,789.49,328.81,1666.311,shelter.csv,,,,,
Wise Shelter,36.65392,-81.4986,83.02,192,490.197,shelter.csv,,,,,
Woods Hole Shelter,34.73713,-83.955,1046.71,313.19,28.764,shelter.csv,,,,,
Zealand Falls Hut,44.19571,-71.4948,29.42,242.31,1773.831,shelter.csv,,,,,
Abenaki Brook ,44.227796399999995,-71.36477569999998,River/Stream,0.008676566,Closest Point,water.csv,,,,,
Abol Stream ,45.83809786570341,-68.96141306899078,River/Stream,0,Intersection Point,water.csv,,,,,
Adaline Branch Craig Creek ,37.3866777,-80.26837979999999,River/Stream,0.008767075,Closest Point,water.csv,,,,,
Aden Branch ,35.621312599999996,-83.4011645,River/Stream,0.006641054,Closest Point,water.csv,,,,,
Ammonoosuc River ,44.253444,-71.3262121,River/Stream,0.014147198,Closest Point,water.csv,,,,,
Androscoggin River ,44.40431237159308,-71.11474743528733,River/Stream,0,Intersection Point,water.csv,,,,,
Angell Branch ,37.4153099,-79.9419434,River/Stream,0,Intersection Point,water.csv,,,,,
Annapolis Rock Spring ,39.5561177,-77.5974313,Spring,0,Original Point,water.csv,,,,,
Annsville Creek ,41.3494295,-73.9251244,River/Stream,0.001594354,Closest Point,water.csv,,,,,
Anthony Branch ,35.5633288,-83.5864708,River/Stream,0.002453285,Closest Point,water.csv,,,,,
Anthony Brook ,42.5088067,-73.16564970000002,River/Stream,0.006360879,Closest Point,water.csv,,,,,
Anthony Creek ,35.56503026456121,-83.73527924132091,River/Stream,0.004017299,Closest Point,water.csv,,,,,
Anthony Pond ,42.51084530000001,-73.16471109999999,Pond,0.00490923,Closest Point,water.csv,,,,,
Apple Orchard Creek ,37.50959309948506,-79.52623034777884,River/Stream,0.001396579,Closest Point,water.csv,,,,,
Apple Orchard Creek ,37.50970240000001,-79.5281973,River/Stream,0.003292871,Closest Point,water.csv,,,,,
Apple Orchard Creek ,37.509495,-79.5306958,River/Stream,0.003475594,Closest Point,water.csv,,,,,
Apple Orchard Creek ,37.5103748,-79.53378839999999,River/Stream,0.004544178,Closest Point,water.csv,,,,,
Ashley Lake ,42.38694399999999,-73.15532999999999,Lake,0.00617902,Closest Point,water.csv,,,,,
Assaguam Brook ,44.2268206,-71.3658491,River/Stream,0.003863133,Closest Point,water.csv,,,,,
Avalanche Brook ,44.166070600000005,-71.3950948,River/Stream,0.004413869,Closest Point,water.csv,,,,,
Bake Oven Knob Shelter Spring #1 ,40.7536799,-75.7271759,Spring,0,Original Point,water.csv,,,,,
Bake Oven Knob Shelter Spring #2 ,40.7527074,-75.7272363,Spring,0,Original Point,water.csv,,,,,
Bake Oven Knob Shelter Spring #3 ,40.7515879,-75.7244871,Spring,0,Original Point,water.csv,,,,,
Bakers Ridge Creek ,36.4912968,-81.97429379999998,River/Stream,0.001954332,Closest Point,water.csv,,,,,
Bald Mountain Pond ,45.274897799999984,-69.7356212,Other,0.004037103,Closest Point,water.csv,,,,,
Bald Mountain Stream ,45.27576453934983,-69.68661182289237,River/Stream,0.00126135,Closest Point,water.csv,,,,,
Ball Brook ,42.02210001699114,-73.45506258012972,River/Stream,0,Intersection Point,water.csv,,,,,
Barnard Brook ,43.67205728914258,-72.55374247004777,River/Stream,0,Intersection Point,water.csv,,,,,
Barnes Branch ,35.75244608517733,-83.16619864548603,River/Stream,0.002691382,Closest Point,water.csv,,,,,
Barnett Branch ,36.04502521891099,-82.43312263613402,River/Stream,0.002637591,Closest Point,water.csv,,,,,
Barnett Branch ,36.0472865,-82.4352678,River/Stream,0.005178879,Closest Point,water.csv,,,,,
Barney Brook ,42.867383480552164,-73.1323281920166,River/Stream,0.000785116,Closest Point,water.csv,,,,,
Barton Brook ,42.46271300219676,-73.16715497565067,River/Stream,0.002317218,Closest Point,water.csv,,,,,
Basin Branch ,35.386771499999995,-83.7608439,River/Stream,0.003636228,Closest Point,water.csv,,,,,
Battery Creek ,37.55661119999999,-79.4584948,River/Stream,0.000748448,Closest Point,water.csv,,,,,
Battery Creek ,37.5579082,-79.4578698,River/Stream,0.001300559,Closest Point,water.csv,,,,,
Battery Creek ,37.56209239999999,-79.44529529999998,River/Stream,0.007574268,Closest Point,water.csv,,,,,
Bean Brook ,45.7795805,-69.1813722,River/Stream,0.002292231,Closest Point,water.csv,,,,,
Bear Branch ,36.180142774726484,-82.0121254280787,River/Stream,0,Intersection Point,water.csv,,,,,
Bear Hollow ,38.878887134441975,-78.1383738027248,River/Stream,0,Intersection Point,water.csv,,,,,
Bear Pond ,45.36373059999999,-69.46722329999999,Other,0.002895007,Closest Point,water.csv,,,,,
Bear River ,44.59091192313316,-70.9453331152918,River/Stream,0,Intersection Point,water.csv,,,,,
Bear Rock Falls ,42.0622033,-73.4368758,Waterfall,0,Original Point,water.csv,,,,,
Bear Rock Stream ,42.06312193616845,-73.43736340956794,River/Stream,0,Intersection Point,water.csv,,,,,
Bear Swamp Brook ,42.7485997,-73.14287959999999,River/Stream,0.011048888,Closest Point,water.csv,,,,,
